tweet_user_x,tweet_id,tweet_url,tweet_text,Number_of_panels,type_of_image,scale,type_of_subject,attributes_of_subject,contains_words,face_posture_emotion,narrative_old,narrative,emotional_appeal,intent,actor,Notes,Labeler,overlap,date,retweet_count,favorite_count,followers_int,tweet_user_y,Number_of_panels_b,type_of_image_ar,type_of_image_illustration,type_of_image_screenshot,scale_ar,scale_other,scale_closeup,scale_long,type_of_subject_ar,type_of_subject_text,type_of_subject_object,type_of_subject_scene,type_of_subject_creature,type_of_subject_other,attributes_of_subject_ar,attributes_of_subject_posture,attributes_of_subject_na,attributes_of_subject_poster,attributes_of_subject_scene,contains_words_ar,contains_words_no,face_posture_emotion_ar,face_posture_emotion_neutral,face_posture_emotion_positive,face_posture_emotion_negative,narrative_ar,narrative_hero,narrative_fool,narrative_villain,narrative_victim,narrative_other,emotional_appeal_ar,emotional_appeal_pride,emotional_appeal_humor,emotional_appeal_outrage,emotional_appeal_compassion,emotional_appeal_fear,emotional_appeal_encouragement,emotional_appeal_sadness,emotional_appeal_gratitude,emotional_appeal_hope,emotional_appeal_thankfulness,intent_ar,intent_info,intent_call_to_action,actor_ar,actor_ukr_military,actor_rus_military,actor_ukr_civilians,actor_russia,actor_putin,actor_ukraine,actor_zelensky,actor_west,tweet_user_DefenceU,tweet_user_uamemesforces,tweet_user_OFFICIAL,sample_weight,tweet_user_Ukraine,day,days_from_start,followers_log,np.log2(followers_int + 1),actor_simplified
uamemesforces,1522775331647721472,https://twitter.com/uamemesforces/status/1522775331647721472,https://t.co/naAVQZfE5s,multiple,illustration,medium,character,posture,yes,neutral,fool,fool,humor,other,rus military,,Arthur,,2022-05-07 03:08:25+00:00,1047,14663,171198.53881049715,uamemesforces,1,['illustration'],1,0,['medium'],0,0,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['yes'],0,['neutral'],1,0,0,['fool'],0,1,0,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,['rus military'],0,1,0,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-05-07,73.0,17.38531928974652,17.38531928974652,Rus milit.
uamemesforces,1516364592036864001,https://twitter.com/uamemesforces/status/1516364592036864001,https://t.co/KAs9CjFv4o,single,photo,medium,character,posture,yes,positive,hero,hero,pride,other,ukr military,,Yelena,,2022-04-19 10:34:26+00:00,137,1959,143146.83489490423,uamemesforces,0,['photo'],0,0,['medium'],0,0,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['yes'],0,['positive'],0,1,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,['ukr military'],1,0,0,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-04-19,55.0,17.127146324236133,17.127146324236133,Ukr milit.
uamemesforces,1498775600252821511,https://twitter.com/uamemesforces/status/1498775600252821511,https://t.co/eYFOA5Tvr0,multiple,illustration,other,object,na,yes,na,fool,"hero, fool",humor,other,"ukr military, rus military",,Arthur,,2022-03-01 21:42:03+00:00,24,287,147.0,uamemesforces,1,['illustration'],1,0,['other'],1,0,0,['object'],0,1,0,0,0,['na'],0,1,0,0,['yes'],0,['na'],0,0,0,"['hero', 'fool']",1,1,0,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,"['ukr military', 'rus military']",1,1,0,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-03-01,6.0,7.20945336562895,7.20945336562895,Ukr milit.
uamemesforces,1550455356882665473,https://twitter.com/uamemesforces/status/1550455356882665473,https://t.co/jG7EXIiDgo,multiple,illustration,medium,character,posture,yes,"positive, negative",fool,fool,humor,other,rus military,,Gianmarco,,2022-07-22 12:18:57+00:00,840,10727,241887.8229375312,uamemesforces,1,['illustration'],1,0,['medium'],0,0,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['yes'],0,"['positive', 'negative']",0,1,1,['fool'],0,1,0,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,['rus military'],0,1,0,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-07-22,149.0,17.883984582055025,17.883984582055025,Rus milit.
uamemesforces,1499419833288564743,https://twitter.com/uamemesforces/status/1499419833288564743,https://t.co/K3OLEpmJhW,single,illustration,long,character,"facial expression, posture",yes,negative,victim,"victim, villain, fool",outrage,call to action,"ukraine, russia, nato",,Arthur,,2022-03-03 16:22:00+00:00,15,207,191.00652662473337,uamemesforces,0,['illustration'],1,0,['long'],0,0,1,['character'],0,0,0,0,0,"['facial expression', 'posture']",1,0,0,0,['yes'],0,['negative'],0,0,1,"['victim', 'villain', 'fool']",0,1,1,1,0,['outrage'],0,0,1,0,0,0,0,0,0,0,['call to action'],0,1,"['ukraine', 'russia', 'nato']",0,0,0,1,0,1,0,True,0,1,0,0.775346462436178,0,2022-03-03,8.0,7.585011541185235,7.585011541185235,Russia
DefenceU,1547874030178275335,https://twitter.com/DefenceU/status/1547874030178275335,"russian missile strike on the university in the city of Mykolaiv. Today's russia policy is terrorism, genocide and war against culture.",single,photo,long,scene,na,no,na,victim,victim,outrage,info,ukr civilians,,Yelena,,2022-07-15 09:21:41+00:00,1877,5643,1163556.0,DefenceU,0,['photo'],0,0,['long'],0,0,1,['scene'],0,0,1,0,0,['na'],0,1,0,0,['no'],1,['na'],0,0,0,['victim'],0,0,0,1,0,['outrage'],0,0,1,0,0,0,0,0,0,0,['info'],1,0,['ukr civilians'],0,0,1,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-07-15,142.0,20.15011045613368,20.15011045613368,Ukr civil.
DefenceU,1556285463895445506,https://twitter.com/DefenceU/status/1556285463895445506,"World-famous paintings come to life in Ukraine during the war. Because the fate of humanity is decided here.
Art by Fanny Lechevalier",multiple,illustration,medium,character,posture,no,positive,hero,"hero, hero",compassion,other,"ukr military, ukr civilians",art,Yelena,,2022-08-07 14:25:43+00:00,497,3117,1209740.0,DefenceU,1,['illustration'],1,0,['medium'],0,0,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['no'],1,['positive'],0,1,0,"['hero', 'hero']",1,0,0,1,0,['compassion'],0,0,0,1,0,0,0,0,0,0,['other'],0,0,"['ukr military', 'ukr civilians']",1,0,1,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-08-07,165.0,20.206266775491837,20.206266775491837,Ukr milit.
DefenceU,1527892078134427648,https://twitter.com/DefenceU/status/1527892078134427648,"#хвилина_мовчання 🕯
🕘 09:00 
21.05.2022 
Не забудемо! Не пробачимо!",single,illustration,other,text,poster,yes,na,victim,victim,compassion,other,ukr civilians,,Yelena,,2022-05-21 06:00:32+00:00,106,682,1087152.6386943092,DefenceU,0,['illustration'],1,0,['other'],1,0,0,['text'],1,0,0,0,0,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,['victim'],0,0,0,1,0,['compassion'],0,0,0,1,0,0,0,0,0,0,['other'],0,0,['ukr civilians'],0,0,1,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-05-21,87.0,20.052124408603248,20.052124408603248,Ukr civil.
Ukraine,1498547251949588482,https://twitter.com/Ukraine/status/1498547251949588482,"Two leaders, two worlds...
Freedom will prevail 🇺🇦✊",multiple,photo,other,character,na,yes,positive,"hero, villain","hero, villain",pride,other,"putin, zelensky",,Gianmarco,,2022-03-01 06:34:41+00:00,10551,80706,1574011.0,Ukraine,1,['photo'],0,0,['other'],1,0,0,['character'],0,0,0,0,0,['na'],0,1,0,0,['yes'],0,['positive'],0,1,0,"['hero', 'villain']",1,0,1,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,"['putin', 'zelensky']",0,0,0,0,1,0,1,False,0,0,1,6.947712418300654,1,2022-03-01,6.0,20.58601510907332,20.58601510907332,Putin
DefenceU,1560352832288604161,https://twitter.com/DefenceU/status/1560352832288604161,".@WHO 
Smoking kills!",multiple,screenshot,other,text,na,yes,na,fool,fool,humor,other,rus military,implying that ammunition depot was exploded because of russians smoking,Yelena,,2022-08-18 19:47:59+00:00,899,6267,1238483.2821683749,DefenceU,1,['screenshot'],0,1,['other'],1,0,0,['text'],1,0,0,0,0,['na'],0,1,0,0,['yes'],0,['na'],0,0,0,['fool'],0,1,0,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,['rus military'],0,1,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-08-18,176.0,20.240144128516743,20.240144128516743,Rus milit.
DefenceU,1502685763795931149,https://twitter.com/DefenceU/status/1502685763795931149,❗️Оперативна інформація станом на 18.00 12.03.2022 щодо російського вторгнення ➡️ https://t.co/nAO9ezqf7c,single,illustration,other,text,poster,yes,na,,none,pride,info,"ukraine, russia",,Arthur,,2022-03-12 16:39:39+00:00,74,308,722289.7442281548,DefenceU,0,['illustration'],1,0,['other'],1,0,0,['text'],1,0,0,0,0,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,['none'],0,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['info'],1,0,"['ukraine', 'russia']",0,0,0,1,0,1,0,False,1,0,1,0.6384384384384384,0,2022-03-12,17.0,19.462220157564463,19.462220157564463,Russia
uamemesforces,1499027228981665793,https://twitter.com/uamemesforces/status/1499027228981665793,https://t.co/iIbdpnfPLq,multiple,photo,medium,"object, character",posture,yes,neutral,fool,fool,humor,other,putin,,Yelena,,2022-03-02 14:21:56+00:00,43,445,147.0,uamemesforces,1,['photo'],0,0,['medium'],0,0,0,"['object', 'character']",0,1,0,0,0,['posture'],1,0,0,0,['yes'],0,['neutral'],1,0,0,['fool'],0,1,0,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,['putin'],0,0,0,0,1,0,0,False,0,1,0,0.775346462436178,0,2022-03-02,7.0,7.20945336562895,7.20945336562895,Putin
DefenceU,1521451006533505024,https://twitter.com/DefenceU/status/1521451006533505024,"🔥За час перебування у районі бойових дій батальйон «Подільські сапсани» знищив близько 30 одиниць ворожої броньованої техніки.

🇺🇦 Перемога за нами!
@armyinformcomua",multiple,photo,medium,object,na,no,na,villain,villain,pride,other,rus military,,Yelena,,2022-05-03 11:26:01+00:00,452,3653,1032565.9323706162,DefenceU,1,['photo'],0,0,['medium'],0,0,0,['object'],0,1,0,0,0,['na'],0,1,0,0,['no'],1,['na'],0,0,0,['villain'],0,0,1,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,['rus military'],0,1,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-05-03,69.0,19.977803871423543,19.977803871423543,Rus milit.
DefenceU,1522068884475502592,https://twitter.com/DefenceU/status/1522068884475502592,"300+  russian drones will never serve the occupiers again.
We are taking out all garbage from our earth and skies.
Join the glorious hunt. To bring victory closer, provide #UaArmy with heavy weapons.
#ArmUkraineNow",single,illustration,other,text,poster,yes,na,"hero, fool","fool, hero",pride,info,"rus military, ukr military",,Yelena,,2022-05-05 04:21:15+00:00,925,7213,1038256.1439582446,DefenceU,0,['illustration'],1,0,['other'],1,0,0,['text'],1,0,0,0,0,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,"['fool', 'hero']",1,1,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['info'],1,0,"['rus military', 'ukr military']",1,1,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-05-05,71.0,19.985732367903807,19.985732367903807,Ukr milit.
DefenceU,1507775253505785858,https://twitter.com/DefenceU/status/1507775253505785858,"⏰ В ніч проти 27 березня Україна перейде на літній час. Тож не забудьте перевести стрілки годинника на 1 год вперед!  

Ще ближче до очікуваної перемоги 💪🏻",single,illustration,other,text,poster,yes,na,"hero, villain","hero, villain",pride,info,"ukr military, russia",,Yelena,,2022-03-26 17:43:28+00:00,187,1308,834010.0,DefenceU,0,['illustration'],1,0,['other'],1,0,0,['text'],1,0,0,0,0,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,"['hero', 'villain']",1,0,1,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['info'],1,0,"['ukr military', 'russia']",1,0,0,1,0,0,0,False,1,0,1,0.6384384384384384,0,2022-03-26,31.0,19.669706886333124,19.669706886333124,Ukr milit.
DefenceU,1535903528773898240,https://twitter.com/DefenceU/status/1535903528773898240,"Double wedding of the Ukrainian paratroopers from 25th Brigade in the area close to the front line.
Olha+Vladyslav=💙
Khrystyna+Mykola=💛
#UAarmy",multiple,photo,medium,character,posture,no,positive,hero,"hero, hero",pride,other,"ukr military, ukr civilians",,Yelena,,2022-06-12 08:35:11+00:00,781,7604,1111677.2710301653,DefenceU,1,['photo'],0,0,['medium'],0,0,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['no'],1,['positive'],0,1,0,"['hero', 'hero']",1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,"['ukr military', 'ukr civilians']",1,0,1,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-06-12,109.0,20.084307889806244,20.084307889806244,Ukr milit.
DefenceU,1503276979746967553,https://twitter.com/DefenceU/status/1503276979746967553,Загальні бойові втрати противника з 24.02 по 14.03 / The total combat losses of the enemy from 24.02 to 14.03 ➡️ https://t.co/MF0kBgiINK,single,illustration,other,text,poster,yes,na,,none,pride,info,rus military,,Arthur,overlap,2022-03-14 07:48:56+00:00,114,657,742299.584818861,DefenceU,0,['illustration'],1,0,['other'],1,0,0,['text'],1,0,0,0,0,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,['none'],0,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['info'],1,0,['rus military'],0,1,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-03-14,19.0,19.501643979901235,19.501643979901235,Rus milit.
uamemesforces,1570431493792735233,https://twitter.com/uamemesforces/status/1570431493792735233,https://t.co/CqPpMgj6fk,multiple,photo,long,character,facial expression,yes,neutral,"villain, fool",fool,humor,other,rus military,,Yelena,,2022-09-15 15:16:59+00:00,2182,21001,278253.26675250253,uamemesforces,1,['photo'],0,0,['long'],0,0,1,['character'],0,0,0,0,0,['facial expression'],0,0,0,0,['yes'],0,['neutral'],1,0,0,['fool'],0,1,0,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,['rus military'],0,1,0,0,0,0,0,False,0,1,0,0.775346462436178,0,2022-09-15,204.0,18.08604428446759,18.08604428446759,Rus milit.
uamemesforces,1503365329170276352,https://twitter.com/uamemesforces/status/1503365329170276352,https://t.co/aqPvtqlgZ5,multiple,illustration,medium,character,facial expression,yes,negative,fool,fool,humor,other,russia,,Yelena,,2022-03-14 13:40:00+00:00,595,4744,56129.37819988452,uamemesforces,1,['illustration'],1,0,['medium'],0,0,0,['character'],0,0,0,0,0,['facial expression'],0,0,0,0,['yes'],0,['negative'],0,0,1,['fool'],0,1,0,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,['russia'],0,0,0,1,0,0,0,False,0,1,0,0.775346462436178,0,2022-03-14,19.0,15.776494159591502,15.776494159591502,Russia
DefenceU,1510552289005776896,https://twitter.com/DefenceU/status/1510552289005776896,❗️Оперативна інформація станом на 12.00 03.04.2022 щодо російського вторгнення ➡️ https://t.co/HkxXHYv5qV,single,illustration,other,text,poster,yes,na,victim,victim,compassion,call to action,russia,,Corrdao,overlap,2022-04-03 09:38:25+00:00,57,292,880364.9097744367,DefenceU,0,['illustration'],1,0,['other'],1,0,0,['text'],1,0,0,0,0,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,['victim'],0,0,0,1,0,['compassion'],0,0,0,1,0,0,0,0,0,0,['call to action'],0,1,['russia'],0,0,0,1,0,0,0,False,1,0,1,0.6384384384384384,0,2022-04-03,39.0,19.747743755568624,19.747743755568624,Russia
Ukraine,1502947596205240323,https://twitter.com/Ukraine/status/1502947596205240323,https://t.co/COjLDh9fKG,single,illustration,medium,character,posture,yes,neutral,fool,none,humor,other,russia,Making fun of people investing in Russia,Yelena,,2022-03-13 10:00:05+00:00,3475,47678,1887549.0,Ukraine,0,['illustration'],1,0,['medium'],0,0,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['yes'],0,['neutral'],1,0,0,['none'],0,0,0,0,0,['humor'],0,1,0,0,0,0,0,0,0,0,['other'],0,0,['russia'],0,0,0,1,0,0,0,False,0,0,1,6.947712418300654,1,2022-03-13,18.0,20.84808343034289,20.84808343034289,Russia
uamemesforces,1532338236974059521,https://twitter.com/uamemesforces/status/1532338236974059521,https://t.co/FNUdqclDzk,multiple,illustration,closeup,character,facial expression,yes,positive,hero,"hero, hero",pride,other,"western military, lithuania",,Yelena,overlap,2022-06-02 12:27:59+00:00,1237,12895,213043.2938731787,uamemesforces,1,['illustration'],1,0,['closeup'],0,1,0,['character'],0,0,0,0,0,['facial expression'],0,0,0,0,['yes'],0,['positive'],0,1,0,"['hero', 'hero']",1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,"['western military', 'lithuania']",0,0,0,0,0,0,0,True,0,1,0,0.775346462436178,0,2022-06-02,99.0,17.70079388567549,17.70079388567549,West
DefenceU,1508588169503121410,https://twitter.com/DefenceU/status/1508588169503121410,"🏅Президент України Володимир Зеленський відзначив 1️⃣4️⃣7️⃣ українських Захисників і Захисниць державними нагородами України. З них 8️⃣ воїнів - посмертно.

 ✍🏻Відповідний Указ №180/2022 опублікований на сайті Офісу Президента ➡️ https://t.co/BjJEn1VTnu
#stoprussia #народна_війна",single,photo,closeup,object,na,no,na,hero,hero,"pride, compassion",other,ukr military,,Yelena,,2022-03-28 23:33:42+00:00,106,706,845012.0,DefenceU,0,['photo'],0,0,['closeup'],0,1,0,['object'],0,1,0,0,0,['na'],0,1,0,0,['no'],1,['na'],0,0,0,['hero'],1,0,0,0,0,"['pride', 'compassion']",1,0,0,1,0,0,0,0,0,0,['other'],0,0,['ukr military'],1,0,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-03-28,33.0,19.688614010969225,19.688614010969225,Ukr milit.
DefenceU,1545842466804453378,https://twitter.com/DefenceU/status/1545842466804453378,Quadruple cuteness,single,photo,closeup,"character, creature",facial expression,no,positive,hero,hero,pride,other,ukr military,,Yelena,,2022-07-09 18:48:59+00:00,1969,28755,1153850.539889803,DefenceU,0,['photo'],0,0,['closeup'],0,1,0,"['character', 'creature']",0,0,0,1,0,['facial expression'],0,0,0,0,['no'],1,['positive'],0,1,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,['ukr military'],1,0,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-07-09,136.0,20.13802618113855,20.13802618113855,Ukr milit.
DefenceU,1512771236971126786,https://twitter.com/DefenceU/status/1512771236971126786,"Президент України Володимир Зеленський відзначив 4️⃣ українських військовослужбовців державними нагородами. 

📃 Відповідний Указ №223/2022, опублікований на сайті Офісу Президента 👉🏻 https://t.co/Udcd4hgIZZ

#stoprussia #народна_війна",single,photo,closeup,object,na,no,na,hero,hero,pride,other,ukr military,,Yelena,,2022-04-09 12:35:43+00:00,74,547,922930.0,DefenceU,0,['photo'],0,0,['closeup'],0,1,0,['object'],0,1,0,0,0,['na'],0,1,0,0,['no'],1,['na'],0,0,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,['ukr military'],1,0,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-04-09,45.0,19.815863267834573,19.815863267834573,Ukr milit.
DefenceU,1526423489934086144,https://twitter.com/DefenceU/status/1526423489934086144,"❗️Оперативна інформація станом на 06.00 17.05.2022 щодо російського вторгнення

Розпочалась вісімдесят третя доба героїчного протистояння Української нації російському воєнному вторгненню.

Більше тут ➡️ https://t.co/Krkfm3ZXDc",single,illustration,other,text,poster,yes,na,,none,pride,info,"ukraine, russia",,Arthur,,2022-05-17 04:44:54+00:00,90,598,1080511.5293570098,DefenceU,0,['illustration'],1,0,['other'],1,0,0,['text'],1,0,0,0,0,['poster'],0,0,1,0,['yes'],0,['na'],0,0,0,['none'],0,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['info'],1,0,"['ukraine', 'russia']",0,0,0,1,0,1,0,False,1,0,1,0.6384384384384384,0,2022-05-17,83.0,20.043284370754748,20.043284370754748,Russia
DefenceU,1512093975158611968,https://twitter.com/DefenceU/status/1512093975158611968,"War and Love
Anastasia Mokhina and Vyacheslav Khokhlyuk, servicemembers of Kyiv Territorial Defence of the Armed Forces of Ukraine, who were married today in Kyiv.
Photo by @mpalinchak
#UaArmy",single,photo,medium,character,posture,no,positive,hero,hero,pride,other,ukr military,,Yelena,,2022-04-07 15:44:31+00:00,554,5320,913445.0,DefenceU,0,['photo'],0,0,['medium'],0,0,0,['character'],0,0,0,0,0,['posture'],1,0,0,0,['no'],1,['positive'],0,1,0,['hero'],1,0,0,0,0,['pride'],1,0,0,0,0,0,0,0,0,0,['other'],0,0,['ukr military'],1,0,0,0,0,0,0,False,1,0,1,0.6384384384384384,0,2022-04-07,43.0,19.80095991830334,19.80095991830334,Ukr milit.
